timestamp,0.005,0.01,0.025,0.05,0.075,0.1,0.25,0.5,0.75,1.0,2.5,5.0,7.5,10.0,+Inf
1666256867,200335,204140,209365,213608,215529,216721,218873,218999,219097,219101,219105,219105,219105,219105,219105
1666256868,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256869,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256870,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256871,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256872,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256873,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256874,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256875,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256876,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256877,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256878,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256879,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256880,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256881,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256882,200350,204155,209380,213623,215544,216736,218888,219014,219112,219116,219120,219120,219120,219120,219120
1666256883,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256884,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256885,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256886,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256887,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256888,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256889,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256890,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256891,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256892,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256893,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256894,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256895,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256896,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256897,200365,204170,209395,213638,215559,216751,218903,219029,219127,219131,219135,219135,219135,219135,219135
1666256898,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256899,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256900,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256901,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256902,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256903,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256904,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256905,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256906,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256907,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256908,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256909,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256910,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256911,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256912,200380,204185,209410,213653,215574,216766,218918,219044,219142,219146,219150,219150,219150,219150,219150
1666256913,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256914,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256915,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256916,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256917,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256918,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256919,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256920,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256921,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256922,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256923,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256924,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256925,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256926,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256927,200395,204200,209425,213668,215589,216781,218933,219059,219157,219161,219165,219165,219165,219165,219165
1666256928,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256929,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256930,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256931,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256932,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256933,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256934,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256935,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256936,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256937,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256938,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256939,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256940,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256941,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
1666256942,200410,204215,209440,213683,215604,216796,218948,219074,219172,219176,219180,219180,219180,219180,219180
